Syllabi,Publisher,Year,Title,Author1firstname,Author1Lastname,Author1gender,Author1Probability,Author2FirstName,Author2LastName,Author2Gender,Author2Probability,Author3firstname,Author3Lastname,Author3gender,Author3Probability,Author4firstname,Author4Lastname,Author4gender,Author4Probability,Author5firstname,Author5Lastname,Author5gender,Author5Probability,Journal,Volume,Number,Pages
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Cambridge University Press,1999,A Unified Theory of Voting,Samuel,Merrill,male,1,Bernard,Grofman,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,213
13700002,Cambridge University Press,1999,A Unified Theory of Voting,Samuel,Merrill,male,1,Bernard,Grofman,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,213
13700002,Cambridge University Press,2000,A Virtuous Circle,Pippa,Norris,female,0.98,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,398
13700002,NULL,1982,Sociological Methods & Research,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Sage Publications Ltd,1990,The loyalties of voters,Richard,Rose,male,1,Ian,McAllister,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,219
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Ian,McAllister,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Ian,McAllister,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Ian,McAllister,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Ian,McAllister,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,University of Chicago Press,1978,Participation and Political Equality,Sidney,Verba,male,0.76,Norman,Nie,male,1,Jae-on,Kim,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,394
13700002,Harvard University Press,2009,Transitional Citizens,Timothy,COLTON,male,1,Timothy,Colton,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,324
13700002,NULL,1953,the public opinion quarterly,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Timothy,Colton,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Cambridge University Press,1988,The Political System Matters,Donald,Granberg,male,1,SÌ_ren,Holmberg,male,0.92,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,254
13700002,NULL,1970,Medical Care Use in Sweden and the United States,Ronald,Andersen,male,1,BjÌ_rn,Smedby,male,1,Odin,Anderson,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,174
13700002,McGill-Queen's Press - MQUP,2002,Critical Political Studies,Abigail,Bakan,female,1,Eleanor,MacDonald,female,1,Colin,Leys,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,432
13700002,NULL,NULL,Electoral Studies,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Eleanor,MacDonald,female,1,Colin,Leys,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,1998,Scandinavian Political Studies,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Eleanor,MacDonald,female,1,Colin,Leys,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,University of Michigan Press,1998,Choosing the Chief,Roy,Pierce,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,320
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Cambridge University Press,2006,Regional Economic Voting,Joshua,Tucker,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,417
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Cambridge University Press,2000,Russia's New Politics,Stephen,White,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,386
13700002,SAGE,1989,The Civic Culture,Gabriel,Almond,male,0.99,Sidney,Verba,male,0.76,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,379
13700002,"Sage Publications, Inc",1989,The civic culture,Gabriel,Almond,male,0.99,Sidney,Verba,male,0.76,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,379
13700002,Univ of California Press,1999,Beyond the Cultural Turn,Victoria,Bonnell,female,1,Lynn,Hunt,female,0.96,Richard,Biernacki,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,350
13700002,NULL,1997,"APSR 4th Congress, Beijing",Asian,Respirology,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Cambridge University Press,1989,The Cement of Society,Jon,Elster,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,311
13700002,Basic Books,1973,The Interpretation of Cultures,Clifford,Geertz,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,470
13700002,Basic Books,2000,Culture Matters,Lawrence,Harrison,male,1,Samuel,Huntington,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,348
13700002,Basic Books,2000,Culture Matters,Lawrence,Harrison,male,1,Samuel,Huntington,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,348
13700002,University of Chicago Press,1992,On Collective Memory,Maurice,Halbwachs,male,0.98,Lewis,Coser,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,244
13700002,Cambridge University Press,2005,"Modernization, Cultural Change, and Democracy",Ronald,Inglehart,male,1,Christian,Welzel,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,333
13700002,Cambridge University Press,2005,The Dark Side of Democracy,Michael,Mann,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,580
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Yale University Press,1992,Frontiers in Social Movement Theory,Aldon,Morris,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,382
13700002,Oxford University Press,2002,Democracies in Flux,Robert,Putnam,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,516
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Princeton University Press,2015,Political Culture and Political Development,Lucian,Pye,male,0.95,Sidney,Verba,male,0.76,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,586
13700002,Cambridge University Press,2007,Cultural Contestation in Ethnic Conflict,Marc,Ross,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Yale University Press,2008,Weapons of the Weak,James,Scott,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,389
13700002,Cornell University Press,1999,State/culture,George,Steinmetz,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,433
13700002,Harvard University Press,1995,Voice and Equality,Sidney,Verba,male,0.76,Kay,Schlozman,female,0.88,Henry,Brady,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,640
13700002,Cambridge University Press,2009,Authoritarianism and Polarization in American Politics,Marc,Hetherington,male,1,Jonathan,Weiler,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,234
13700002,JHU Press,1998,Democratizing Mexico,Jorge,Domï¿__nguez,male,1,James,McCann,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,269
13700002,JHU Press,1998,Democratizing Mexico,Jorge,Domï¿__nguez,male,1,James,McCann,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,269
13700002,Routledge,2016,Chinese Political Culture,Shiping,Hua,female,1,Andrew,Nathan,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,352
13700002,Princeton University Press,2000,Shattering the Myth,Bruce,Lawrence,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,237
13700002,Oxford University Press,2002,What Went Wrong?,Bernard,Lewis,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,192
13700002,M.E. Sharpe,1995,Political Culture and Civil Society in Russia and the New States of Eurasia,Vladimir,Tismaneanu,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,384
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Verso,2006,Imagined Communities,Benedict,Anderson,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,240
13700002,Verso,2006,Imagined Communities,Benedict,Anderson,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,240
13700002,MIT Press,2001,Nationalism and Ethnic Conflict,Michael,Brown,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,491
13700002,Harvard University Press,2009,Citizenship and Nationhood in France and Germany,Rogers,BRUBAKER,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,284
13700002,Psychology Press,1989,Critical Theory and Society,Stephen,Bronner,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,316
13700002,Cornell University Press,1997,Guide to Methods for Students of Political Science,Stephen,Evera,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,136
13700002,Lynne Rienner Pub,1997,Political Islam,John,Esposito,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,281
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Cornell University Press,2008,Nations and Nationalism,Ernest,Gellner,male,0.99,John,Breuilly,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,152
13700002,Penguin,2014,The Science Book,DK,DK,male,0.82,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,352
13700002,Verso,2006,Imagined Communities,Benedict,Anderson,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,240
13700002,Cornell University Press,1998,Identity in Formation,David,Laitin,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,417
13700002,Cornell University Press,1998,Identity in Formation,David,Laitin,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,417
13700002,Harvard University Press,1993,Nationalism,Liah,Greenfeld,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,581
13700002,United States Inst of Peace Pr,1993,Minorities at risk,Ted,Gurr,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,427
13700002,Univ of California Press,1977,Internal Colonialism,Michael,Hechter,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,361
13700002,Cambridge University Press,2012,Nations and Nationalism since 1780,E.,Hobsbawm,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Univ of California Press,2001,"Ethnic Groups in Conflict, Updated Edition With a New Preface",Donald,Horowitz,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,715
13700002,Yale University Press,1977,Democracy in Plural Societies,Arend,Lijphart,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,248
13700002,Cambridge University Press,2011,Sacred and Secular,Pippa,Norris,female,0.98,Ronald,Inglehart,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Ronald,Inglehart,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Ronald,Inglehart,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Ronald,Inglehart,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,NULL,NULL,NULL,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Ronald,Inglehart,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,Wiley-Blackwell,1991,The Ethnic Origins of Nations,Anthony,Smith,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,332
13700002,Princeton University Press,1994,Multiculturalism,Charles,Taylor,male,1,Amy,Gutmann,female,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,175
13700002,Yale University Press,2008,Ethnic Conflict and Civic Life,Ashutosh,Varshney,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,400
13700002,Cambridge University Press,2006,Votes and Violence,Steven,Wilkinson,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,293
13700002,Cambridge University Press,2006,Economic Origins of Dictatorship and Democracy,Daron,Acemoglu,male,1,James,Robinson,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,416
13700002,SAGE,1989,The Civic Culture,Gabriel,Almond,male,0.99,Sidney,Verba,male,0.76,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,379
13700002,Cambridge University Press,2003,Democracy and Redistribution,Carles,Boix,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,264
13700002,Cambridge University Press,1999,Paths Toward Democracy,Ruth,Collier,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,230
13700002,Oxmoor House,2010,Western Garden Book of Edibles,Editors,Magazine,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,304
13700002,Librairie Droz,1990,Economic Nationalism in East-Central Europe and South America,Henryk,Szlajfer,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,289
13700002,Yale University Press,1973,Polyarchy,Robert,Dahl,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,257
13700002,University of Oklahoma Press,2012,The Third Wave,Samuel,Huntington,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,384
13700002,Harvard University Press,2014,Capital in the Twenty-First Century,Thomas,Piketty,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,696
13700002,Princeton University Press,2009,The State of Democratic Theory,Ian,Shapiro,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,200
13700002,Johns Hopkins University Press,2009,Democratization by Elections,Staffan,Lindberg,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,432
13700002,JHU Press,2011,Problems of Democratic Transition and Consolidation,Juan,Linz,male,0.99,Alfred,Stepan,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,504
13700002,JHU Press,2011,Problems of Democratic Transition and Consolidation,Juan,Linz,male,0.99,Alfred,Stepan,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,504
13700002,NULL,1973,Political Man,Seymour,Lipset,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,432
13700002,Beacon Press,2015,Social Origins of Dictatorship and Democracy,Barrington,Moore,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,John Wiley & Sons,2013,Making the Modern World,Vaclav,Smil,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,248
13700002,Jai Press,1992,The Political Consequences of Social Networks,Gwen,Moore,female,0.98,J.,Whitt,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,360
13700002,"Berkeley : Institute of International Studies, University of California",1973,Modernization and Bureaucratic-authoritarianism,Guillermo,O'Donnell,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,219
13700002,University of Toronto Press,2010,Latin American Politics,David,Close,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,304
13700002,JHU Press,1986,Transitions from Authoritarian Rule,Guillermo,Oï¿_ÛªDonnell,male,1,Philippe,Schmitter,male,0.99,Laurence,Whitehead,female,0.75,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,190
13700002,JHU Press,2013,Transitions from Authoritarian Rule,Guillermo,Oï¿_ÛªDonnell,male,1,Philippe,Schmitter,male,0.99,Cynthia,Arnson,female,1,Abraham,Lowenthal,male,1,NULL,NULL,,0,NULL,NULL,NULL,96
13700002,Columbia University Press,2012,Transitions to Democracy,Lisa,Anderson,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,336
13700002,Cambridge University Press,1999,Democratic Politics and Economic Reform in India,Rob,Jenkins,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,250
13700002,Lexington Books,2006,Uncivil Societies,Rachel,May,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,316
13700002,Timbuktu Pub,2000,Capitalist Nigger,Chika,Onyeani,female,0.82,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,179
13700002,Princeton University Press,1991,"Debt, Development, and Democracy",Jeffry,Frieden,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,280
13700002,JHU Press,2011,The Dynamics of Democratization,Nathan,Brown,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,344
13700002,Simon and Schuster,2010,"Diffusion of Innovations, 4th Edition",Everett,Rogers,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,518
13700002,Cambridge University Press,2007,"Presidentialism, Parliamentarism, and Democracy",Jose,Cheibub,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,202
13700002,JHU Press,1997,Consolidating the Third Wave Democracies,Larry,Diamond,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,343
13700002,Springer,2003,The Myth of Civil Society,O.,Encarnaciï¿__n,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,233
13700002,NULL,2003,Political Research Quarterly,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13700002,University of Oklahoma Press,2004,The Democratic Century,Seymour,Lipset,male,1,Jason,Lakin,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,478
13700002,John Wiley & Sons,2013,American Politics and Society,David,McKay,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,520
13700002,Princeton University Press,1994,Making Democracy Work,Robert,Putnam,male,1,Robert,Leonardi,male,1,Raffaella,Nanetti,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,280
13700002,Princeton University Press,1988,Rethinking Military Politics,Alfred,Stepan,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,167
13700002,ABC-CLIO,2002,American Political Scientists,Glenn,Utter,male,0.99,Charles,Lockhart,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,516
13700002,Lynne Rienner Publishers,1998,Fault Lines of Democracy in Post-transition Latin America,Felipe,Agï¿__ero,male,1,Jeffrey,Stark,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,407
13700002,Grand Central Pub,2004,America (the Book),Jon,Stewart,male,1,Ben,Karlin,male,0.99,David,Javerbaum,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,242
